"N","Time","avg(X)","avg(Y)","avg(Z)","avg(partitioning)","avg(u)","avg(v)","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(partitioning)","max(u)","max(v)","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(partitioning)","med(u)","med(v)","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(partitioning)","min(u)","min(v)","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(partitioning)","q1(u)","q1(v)","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(partitioning)","q3(u)","q3(v)","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(partitioning)","std(u)","std(v)","std(vtkOriginalPointIds)","sum(X)","sum(Y)","sum(Z)","sum(partitioning)","sum(u)","sum(v)","sum(vtkOriginalPointIds)","vtkValidPointMask"
1,46,0.5,0.5,0,0,0.15485,-0.52804,76317,0.5,0.5,0,0,0.15485,-0.52804,76317,0.5,0.5,0,0,0.15485,-0.52804,76317,0.5,0.5,0,0,0.15485,-0.52804,76317,0.5,0.5,0,0,0.15485,-0.52804,76317,0.5,0.5,0,0,0.15485,-0.52804,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.15485,-0.52804,76317,1
1,47,0.5,0.5,0,0,0.15299,-0.53658,76317,0.5,0.5,0,0,0.15299,-0.53658,76317,0.5,0.5,0,0,0.15299,-0.53658,76317,0.5,0.5,0,0,0.15299,-0.53658,76317,0.5,0.5,0,0,0.15299,-0.53658,76317,0.5,0.5,0,0,0.15299,-0.53658,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.15299,-0.53658,76317,1
1,48,0.5,0.5,0,0,0.15109,-0.54497,76317,0.5,0.5,0,0,0.15109,-0.54497,76317,0.5,0.5,0,0,0.15109,-0.54497,76317,0.5,0.5,0,0,0.15109,-0.54497,76317,0.5,0.5,0,0,0.15109,-0.54497,76317,0.5,0.5,0,0,0.15109,-0.54497,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.15109,-0.54497,76317,1
1,49,0.5,0.5,0,0,0.14917,-0.55319,76317,0.5,0.5,0,0,0.14917,-0.55319,76317,0.5,0.5,0,0,0.14917,-0.55319,76317,0.5,0.5,0,0,0.14917,-0.55319,76317,0.5,0.5,0,0,0.14917,-0.55319,76317,0.5,0.5,0,0,0.14917,-0.55319,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.14917,-0.55319,76317,1
1,50,0.5,0.5,0,0,0.14722,-0.56125,76317,0.5,0.5,0,0,0.14722,-0.56125,76317,0.5,0.5,0,0,0.14722,-0.56125,76317,0.5,0.5,0,0,0.14722,-0.56125,76317,0.5,0.5,0,0,0.14722,-0.56125,76317,0.5,0.5,0,0,0.14722,-0.56125,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.14722,-0.56125,76317,1
1,51,0.5,0.5,0,0,0.14524,-0.56913,76317,0.5,0.5,0,0,0.14524,-0.56913,76317,0.5,0.5,0,0,0.14524,-0.56913,76317,0.5,0.5,0,0,0.14524,-0.56913,76317,0.5,0.5,0,0,0.14524,-0.56913,76317,0.5,0.5,0,0,0.14524,-0.56913,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.14524,-0.56913,76317,1
1,52,0.5,0.5,0,0,0.14324,-0.57685,76317,0.5,0.5,0,0,0.14324,-0.57685,76317,0.5,0.5,0,0,0.14324,-0.57685,76317,0.5,0.5,0,0,0.14324,-0.57685,76317,0.5,0.5,0,0,0.14324,-0.57685,76317,0.5,0.5,0,0,0.14324,-0.57685,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.14324,-0.57685,76317,1
1,53,0.5,0.5,0,0,0.1412,-0.5844,76317,0.5,0.5,0,0,0.1412,-0.5844,76317,0.5,0.5,0,0,0.1412,-0.5844,76317,0.5,0.5,0,0,0.1412,-0.5844,76317,0.5,0.5,0,0,0.1412,-0.5844,76317,0.5,0.5,0,0,0.1412,-0.5844,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.1412,-0.5844,76317,1
1,54,0.5,0.5,0,0,0.13915,-0.59177,76317,0.5,0.5,0,0,0.13915,-0.59177,76317,0.5,0.5,0,0,0.13915,-0.59177,76317,0.5,0.5,0,0,0.13915,-0.59177,76317,0.5,0.5,0,0,0.13915,-0.59177,76317,0.5,0.5,0,0,0.13915,-0.59177,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.13915,-0.59177,76317,1
1,55,0.5,0.5,0,0,0.13706,-0.59898,76317,0.5,0.5,0,0,0.13706,-0.59898,76317,0.5,0.5,0,0,0.13706,-0.59898,76317,0.5,0.5,0,0,0.13706,-0.59898,76317,0.5,0.5,0,0,0.13706,-0.59898,76317,0.5,0.5,0,0,0.13706,-0.59898,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.13706,-0.59898,76317,1
